4911	4.565
4912	4.853
4913	5.177
4914	5.071
4915	6.658
4916	6.111
4917	6.012
4918	5.936
4919	5.585
4920	4.162
4921	5.265
4922	6.715
4923	6.482
4924	6.308
4925	6.785
4926	6.447
4927	6.047
4928	6.351
4929	6.090
4930	6.186
4931	6.781
4932	4.938
4933	4.717
4934	5.774
4935	5.972
4936	5.726
4937	6.839
4938	7.518
4939	6.290
4940	4.226
4941	4.909
4942	4.997
4943	5.092
4944	4.602
4945	5.148
4946	5.138
4947	4.779
4948	4.509
4949	4.346
4950	4.302
4951	4.138
4952	4.053
4953	4.218
4954	4.343
4955	4.768
4956	4.245
4957	5.013
4958	4.670
4959	5.002
4960	5.631
4961	5.904
4962	6.195
4963	5.252
4964	5.165
4965	6.203
4966	6.736
4967	6.131
4968	4.933
4969	4.462
4970	4.640
4971	4.771
4972	5.806
4973	5.493
4974	5.619
4975	5.956
4976	5.688
4977	6.540
4978	5.676
4979	5.994
4980	5.240
4981	5.213
4982	5.749
4983	6.496
4984	5.797
4985	4.212
4986	4.168
4987	4.558
4988	5.872
4989	6.248
4990	6.353
4991	4.608
4992	4.005
4993	4.508
4994	5.326
4995	6.144
4996	5.768
4997	5.099
4998	4.440
4999	3.751
5000	4.771
5001	4.683
5002	4.650
5003	4.458
5004	5.242
5005	5.199
5006	5.130
5007	6.078
5008	5.984
5009	5.145
5010	5.178
5011	5.443
5012	4.693
5013	5.386
5014	5.528
5015	4.645
5016	3.719
5017	3.987
5018	4.103
5019	4.867
5020	5.256
5021	4.665
5022	4.553
5023	4.326
5024	4.746
5025	3.796
5026	3.650
5027	3.441
5028	3.360
5029	3.967
5030	3.164
5031	4.098
5032	4.147
5033	3.894
5034	3.178
5035	3.443
5036	3.525
5037	2.777
5038	3.492
5039	3.287
5040	3.342
5041	2.770
5042	2.647
5043	2.729
5044	2.625
5045	2.915
5046	3.177
5047	4.114
5048	4.717
5049	4.962
5050	4.817
5051	4.827
5052	4.157
5053	4.991
5054	5.429
5055	4.684
5056	4.734
5057	5.443
5058	5.396
5059	5.557
5060	5.457
5061	4.773
5062	4.046
5063	4.041
5064	4.043
5065	4.496
5066	5.237
5067	5.870
5068	5.316
5069	5.695
5070	6.097
5071	5.836
5072	5.315
5073	6.254
5074	6.046
5075	5.126
5076	6.134
5077	6.737
5078	7.431
5079	6.929
5080	6.377
5081	7.092
5082	6.990
5083	5.712
5084	6.467
5085	6.855
5086	9.360
5087	10.222
5088	10.989
5089	11.244
5090	9.361
5091	10.043
5092	8.750
5093	9.460
5094	8.805
5095	8.053
5096	6.972
5097	5.886
5098	5.605
5099	5.521
5100	5.166
5101	5.214
5102	5.361
5103	5.512
5104	5.585
5105	5.179
5106	6.196
5107	6.843
5108	6.881
5109	7.866
5110	6.117
5111	6.735
5112	7.920
5113	8.127
5114	8.082
5115	6.942
5116	6.877
5117	5.303
5118	4.076
5119	4.074
5120	4.843
5121	5.034
5122	4.818
5123	5.113
5124	5.256
5125	6.010
5126	6.100
5127	5.346
5128	4.819
5129	5.015
5130	5.056
5131	5.832
5132	5.652
5133	5.266
5134	5.644
5135	6.171
5136	6.790
5137	6.948
5138	6.538
5139	6.097
5140	6.889
5141	6.929
5142	5.490
5143	5.015
5144	5.065
5145	4.509
5146	3.909
5147	4.627
5148	4.680
5149	4.505
5150	5.868
5151	6.507
5152	6.291
5153	5.968
5154	5.105
5155	4.404
5156	4.590
5157	5.354
5158	5.711
5159	4.957
5160	4.494
5161	4.309
5162	4.750
5163	4.992
5164	4.595
5165	3.982
5166	3.872
5167	3.949
5168	4.216
5169	4.709
5170	4.499
5171	3.949
5172	4.592
5173	4.181
5174	4.410
5175	4.911
5176	4.903
5177	4.197
5178	4.227
5179	4.550
5180	4.220
5181	4.474
5182	5.213
5183	6.445
5184	6.992
5185	7.475
5186	7.592
5187	7.019
5188	6.838
5189	7.259
5190	7.318
5191	7.592
5192	8.387
5193	8.986
5194	7.315
5195	8.727
5196	7.923
5197	6.842
5198	5.746
5199	5.402
5200	6.350
5201	5.813
5202	4.881
5203	4.729
5204	5.291
5205	4.939
5206	5.394
5207	5.511
5208	5.478
5209	4.533
5210	4.457
5211	5.077
5212	4.882
5213	5.469
5214	4.256
5215	2.970
5216	2.657
5217	2.821
5218	2.736
5219	3.175
5220	3.409
5221	4.758
5222	3.231
5223	3.042
5224	2.337
5225	2.655
5226	3.065
5227	3.044
5228	3.404
5229	4.621
5230	3.384
5231	3.188
5232	2.523
5233	2.337
5234	2.701
5235	2.170
5236	2.406
5237	2.520
5238	2.954
5239	3.011
5240	3.235
5241	2.646
5242	2.640
5243	2.871
5244	2.370
5245	2.570
5246	2.409
5247	2.316
5248	2.139
5249	2.929
5250	3.055
5251	3.206
5252	3.005
5253	2.689
5254	2.370
5255	2.967
5256	2.952
5257	3.306
5258	3.315
5259	3.476
5260	2.574
5261	2.356
5262	2.603
5263	2.145
5264	2.232
5265	2.733
5266	2.419
5267	2.395
5268	2.507
5269	2.287
5270	2.776
5271	3.071
5272	2.565
5273	3.168
5274	3.171
5275	2.640
5276	3.253
5277	3.257
5278	3.650
5279	4.442
5280	4.191
5281	4.904
5282	4.835
5283	4.023
5284	3.193
5285	2.898
5286	3.259
5287	3.370
5288	2.869
5289	3.318
5290	4.180
5291	4.796
5292	6.390
5293	6.916
5294	7.590
5295	7.626
5296	7.354
5297	6.785
5298	6.706
5299	6.361
5300	5.377
5301	4.881
5302	4.052
5303	3.858
5304	3.935
5305	4.149
5306	4.220
5307	4.908
5308	5.478
5309	4.872
5310	4.833
5311	5.061
5312	5.806
5313	6.534
5314	4.901
5315	4.272
5316	4.543
5317	5.077
5318	5.373
5319	6.306
5320	6.577
5321	7.082
5322	7.456
5323	8.824
5324	8.826
5325	7.273
5326	6.123
5327	5.944
5328	6.577
5329	6.539
5330	7.071
5331	7.388
5332	8.421
5333	7.904
5334	6.792
5335	6.147
5336	5.892
5337	5.968
5338	5.249
5339	4.712
5340	4.716
5341	5.725
5342	6.187
5343	5.346
5344	5.223
5345	5.029
5346	4.966
5347	5.285
5348	5.581
5349	6.329
5350	6.336
5351	6.814
5352	5.140
5353	4.476
5354	3.944
5355	3.960
5356	3.803
5357	4.096
5358	4.099
5359	3.852
5360	3.477
5361	3.694
5362	3.840
5363	3.422
5364	2.536
5365	3.260
5366	3.199
5367	3.256
5368	3.826
5369	4.109
5370	3.740
5371	4.823
5372	5.603
5373	5.060
5374	4.889
5375	4.350
5376	4.194
5377	3.829
5378	3.927
5379	4.518
5380	4.618
5381	5.053
5382	5.080
5383	4.807
5384	5.195
5385	4.609
5386	4.771
5387	4.337
5388	4.170
5389	3.749
5390	3.689
5391	3.767
5392	3.639
5393	3.600
5394	3.192
5395	3.506
5396	4.406
5397	5.136
5398	4.363
5399	3.759
5400	3.829
5401	4.488
5402	4.718
5403	4.867
5404	3.436
5405	4.181
5406	4.257
5407	3.784
5408	3.470
5409	2.951
5410	3.126
5411	3.031
5412	2.153
5413	1.841
5414	2.564
5415	2.169
5416	2.217
5417	2.568
5418	3.010
5419	3.468
5420	3.403
5421	2.905
5422	2.551
5423	3.226
5424	2.519
5425	3.038
5426	2.602
5427	2.792
5428	2.861
5429	3.709
5430	3.474
5431	3.138
5432	3.019
5433	2.821
5434	2.956
5435	2.746
5436	3.530
5437	4.099
5438	3.650
5439	3.037
5440	2.501
5441	2.348
5442	2.603
5443	2.989
5444	2.805
5445	2.527
5446	2.896
5447	3.098
5448	2.635
5449	2.133
5450	2.150
5451	2.793
5452	3.294
5453	2.769
5454	2.544
5455	2.633
5456	2.567
5457	2.990
5458	2.617
5459	2.249
5460	2.446
5461	2.795
5462	3.176
5463	2.675
5464	2.747
5465	2.762
5466	3.185
5467	3.153
5468	2.762
5469	2.534
5470	3.032
5471	3.076
5472	3.475
5473	3.275
5474	3.635
5475	3.206
5476	3.080
5477	2.564
5478	3.385
5479	3.166
5480	3.367
5481	2.932
5482	2.800
5483	3.623
5484	3.142
5485	2.935
5486	2.766
5487	2.524
5488	2.471
5489	3.070
5490	2.635
5491	2.837
5492	2.583
5493	2.907
5494	3.201
5495	3.066
5496	3.083
5497	3.675
5498	3.518
5499	3.254
5500	3.430
5501	4.123
5502	3.262
5503	2.258
5504	2.619
5505	2.329
5506	2.472
5507	2.522
5508	2.451
5509	3.053
5510	3.478
5511	2.824
5512	3.331
5513	3.295
5514	3.128
5515	2.584
5516	2.873
5517	2.423
5518	2.295
5519	2.297
5520	2.425
5521	2.870
5522	3.411
5523	3.043
5524	2.459
5525	2.841
5526	2.965
5527	3.152
5528	3.137
5529	2.655
5530	2.383
5531	2.822
5532	4.382
5533	3.830
5534	3.659
5535	3.637
5536	3.861
5537	3.879
5538	3.767
5539	3.663
5540	3.600
5541	3.650
5542	3.225
5543	3.727
5544	3.676
5545	4.169
5546	4.198
5547	4.389
5548	5.573
5549	5.480
5550	5.544
5551	6.744
5552	8.734
5553	8.707
5554	8.020
5555	7.062
5556	5.950
5557	4.483
5558	4.453
5559	4.612
5560	4.378
5561	4.977
5562	3.956
5563	3.085
5564	3.004
5565	3.703
5566	2.891
5567	2.667
5568	2.531
5569	3.370
5570	3.069
5571	3.423
5572	3.054
5573	3.709
5574	3.538
5575	3.404
5576	2.985
5577	2.853
5578	3.001
5579	3.524
5580	4.027
5581	4.172
5582	4.806
5583	4.646
5584	3.733
5585	3.033
5586	3.290
5587	2.870
5588	3.023
5589	3.192
5590	3.423
5591	3.911
5592	3.810
5593	3.336
5594	3.340
5595	3.695
5596	4.534
5597	4.060
5598	3.716
5599	4.443
5600	5.228
5601	5.333
5602	5.381
5603	4.596
5604	4.656
5605	5.342
5606	4.739
5607	5.828
5608	5.559
5609	5.221
5610	5.333
5611	5.938
5612	6.393
5613	5.999
5614	6.827
5615	6.161
5616	5.788
5617	6.925
5618	6.527
5619	5.570
5620	6.457
5621	6.581
5622	6.352
5623	7.007
5624	5.610
5625	4.355
5626	4.310
5627	5.372
5628	4.352
5629	5.776
5630	6.237
5631	4.725
5632	4.562
5633	5.338
5634	5.717
5635	4.747
5636	4.926
5637	3.501
5638	3.275
5639	4.038
5640	3.818
5641	3.776
5642	3.430
5643	3.137
5644	2.754
5645	3.154
5646	2.771
5647	3.940
5648	4.395
5649	4.716
5650	5.350
5651	6.012
5652	6.135
5653	6.163
5654	5.789
5655	5.151
5656	5.297
5657	5.256
5658	5.171
5659	6.519
5660	6.568
5661	5.666
5662	4.601
5663	4.916
5664	4.604
5665	4.777
5666	4.062
5667	3.697
5668	3.393
5669	4.280
5670	3.683
5671	3.455
5672	3.595
5673	3.234
5674	3.706
5675	4.156
5676	4.268
5677	4.664
5678	4.049
5679	3.247
5680	3.385
5681	3.532
5682	4.090
5683	3.438
5684	4.731
5685	4.939
5686	4.057
5687	4.350
5688	4.846
5689	5.128
5690	5.125
5691	4.930
5692	4.963
5693	4.237
5694	4.719
5695	4.133
5696	3.240
5697	3.579
5698	4.341
5699	4.470
5700	4.452
5701	4.001
5702	4.650
5703	5.358
5704	4.261
5705	3.491
5706	3.064
5707	3.013
5708	3.257
5709	3.044
5710	3.347
5711	3.809
5712	3.979
5713	4.020
5714	4.147
5715	4.471
5716	4.531
5717	4.497
5718	5.359
5719	5.125
5720	5.207
5721	4.876
5722	4.552
5723	5.150
5724	7.343
5725	6.968
5726	7.315
5727	6.464
5728	6.531
5729	5.112
5730	5.677
5731	5.635
5732	5.498
5733	5.118
5734	5.141
5735	5.661
5736	6.137
5737	5.796
5738	4.874
5739	5.274
5740	4.836
5741	5.916
5742	6.020
5743	6.840
5744	6.385
5745	6.239
5746	6.491
5747	4.669
5748	5.192
5749	5.029
5750	4.519
5751	4.816
5752	4.251
5753	4.902
5754	4.936
5755	5.375
5756	5.101
5757	5.465
5758	6.066
5759	5.442
5760	6.503
5761	5.471
5762	4.356
5763	4.416
5764	4.433
5765	3.985
5766	4.076
5767	2.893
5768	2.579
5769	3.401
5770	3.995
5771	3.801
5772	3.643
5773	3.296
5774	2.911
5775	3.177
5776	3.644
5777	3.327
5778	4.750
5779	4.991
5780	4.713
5781	5.470
5782	5.387
5783	4.614
5784	4.509
5785	5.359
5786	6.702
5787	7.207
5788	7.596
5789	6.815
5790	7.586
5791	7.116
5792	6.834
5793	7.776
5794	6.217
5795	6.450
5796	6.432
5797	6.622
5798	6.191
5799	4.797
5800	4.754
5801	4.314
5802	5.051
5803	5.482
5804	3.695
5805	3.398
5806	3.528
5807	4.434
5808	4.535
5809	4.157
5810	4.374
5811	4.074
5812	5.363
5813	5.227
5814	4.841
5815	5.788
5816	6.490
5817	5.954
5818	4.832
5819	5.104
5820	5.918
5821	5.642
5822	5.692
5823	5.828
5824	5.883
5825	5.479
5826	5.461
5827	5.436
5828	4.351
5829	4.207
5830	3.557
5831	3.987
5832	4.324
5833	3.949
5834	3.774
5835	3.683
5836	3.541
5837	3.752
5838	3.768
5839	4.683
5840	4.685
5841	5.247
5842	4.656
