1	0.005173	0.000008
2	0.007233	0.000016
3	0.010059	0.000032
4	0.013857	0.000062
5	0.018767	0.000119
6	0.024630	0.000220
7	0.030827	0.000390
8	0.036330	0.000650
9	0.039184	0.000992
10	0.040595	0.001454
11	0.041679	0.002113
12	0.043777	0.003151
13	0.043893	0.004503
14	0.047510	0.006930
15	0.054388	0.011341
16	0.046657	0.014068
