4911	5.292
4912	5.790
4913	6.204
4914	5.820
4915	7.288
4916	7.205
4917	6.760
4918	7.231
4919	6.747
4920	6.643
4921	6.586
4922	6.209
4923	6.949
4924	6.265
4925	6.787
4926	7.200
4927	6.801
4928	6.998
4929	6.224
4930	6.062
4931	6.663
4932	5.395
4933	5.209
4934	6.516
4935	7.528
4936	6.487
4937	7.265
4938	7.372
4939	7.195
4940	5.368
4941	5.432
4942	6.292
4943	6.409
4944	6.782
4945	6.608
4946	6.621
4947	6.258
4948	6.025
4949	5.797
4950	4.750
4951	5.152
4952	4.711
4953	4.391
4954	4.777
4955	5.268
4956	5.412
4957	6.393
4958	6.701
4959	7.184
4960	7.771
4961	7.627
4962	7.373
4963	6.590
4964	6.698
4965	6.823
4966	6.765
4967	6.716
4968	5.630
4969	5.070
4970	4.836
4971	7.125
4972	7.782
4973	6.347
4974	6.721
4975	6.762
4976	5.591
4977	6.382
4978	6.769
4979	7.407
4980	6.910
4981	6.955
4982	6.949
4983	6.782
4984	5.934
4985	5.517
4986	5.076
4987	6.149
4988	7.734
4989	7.993
4990	8.166
4991	6.042
4992	5.460
4993	5.718
4994	5.581
4995	6.509
4996	6.863
4997	6.149
4998	5.528
4999	4.546
5000	4.155
5001	4.211
5002	4.368
5003	4.402
5004	5.821
5005	5.841
5006	7.071
5007	7.255
5008	7.403
5009	7.078
5010	5.685
5011	5.673
5012	4.962
5013	4.829
5014	5.202
5015	4.799
5016	4.556
5017	3.801
5018	3.953
5019	4.854
5020	6.789
5021	5.967
5022	6.425
5023	6.625
5024	7.000
5025	6.271
5026	5.635
5027	4.911
5028	4.263
5029	4.565
5030	3.713
5031	4.392
5032	4.162
5033	4.294
5034	2.937
5035	2.559
5036	2.749
5037	2.914
5038	2.525
5039	2.636
5040	2.198
5041	2.435
5042	1.072
5043	2.514
5044	3.364
5045	3.899
5046	4.237
5047	5.411
5048	4.757
5049	4.165
5050	4.802
5051	5.883
5052	4.347
5053	4.942
5054	4.710
5055	6.347
5056	6.589
5057	7.036
5058	5.994
5059	6.521
5060	6.953
5061	6.790
5062	6.590
5063	6.010
5064	5.559
5065	6.422
5066	6.440
5067	6.936
5068	5.469
5069	5.661
5070	6.168
5071	6.678
5072	6.787
5073	7.197
5074	7.098
5075	7.108
5076	7.050
5077	6.904
5078	6.978
5079	6.614
5080	6.923
5081	7.857
5082	7.133
5083	7.115
5084	6.532
5085	6.309
5086	8.183
5087	9.369
5088	9.809
5089	9.437
5090	7.731
5091	7.743
5092	7.910
5093	8.804
5094	9.482
5095	8.599
5096	7.197
5097	6.534
5098	5.784
5099	5.521
5100	5.949
5101	5.459
5102	5.882
5103	6.723
5104	6.865
5105	7.285
5106	7.564
5107	8.118
5108	7.801
5109	7.481
5110	7.106
5111	7.430
5112	8.141
5113	8.079
5114	8.083
5115	6.866
5116	5.268
5117	4.439
5118	3.524
5119	3.040
5120	4.424
5121	4.198
5122	4.560
5123	6.255
5124	6.994
5125	7.730
5126	8.038
5127	7.062
5128	6.286
5129	6.823
5130	6.564
5131	6.802
5132	6.588
5133	5.751
5134	5.059
5135	6.096
5136	7.304
5137	7.449
5138	7.296
5139	7.848
5140	8.092
5141	7.956
5142	6.589
5143	6.104
5144	5.097
5145	3.522
5146	4.316
5147	4.562
5148	5.331
5149	5.369
5150	5.603
5151	6.358
5152	6.961
5153	5.757
5154	6.305
5155	5.871
5156	6.596
5157	6.378
5158	5.897
5159	4.635
5160	5.298
5161	5.096
5162	5.527
5163	4.946
5164	4.418
5165	4.766
5166	4.969
5167	4.629
5168	5.190
5169	5.595
5170	6.030
5171	6.103
5172	6.024
5173	5.142
5174	4.861
5175	5.444
5176	4.929
5177	4.856
5178	4.630
5179	4.438
5180	4.207
5181	4.718
5182	5.407
5183	6.734
5184	7.147
5185	8.140
5186	8.649
5187	7.717
5188	8.082
5189	8.273
5190	8.269
5191	7.589
5192	7.613
5193	7.191
5194	6.315
5195	7.878
5196	5.964
5197	6.429
5198	5.583
5199	5.869
5200	7.383
5201	6.613
5202	4.774
5203	3.226
5204	3.497
5205	4.117
5206	4.830
5207	5.496
5208	5.938
5209	5.640
5210	6.100
5211	6.012
5212	6.303
5213	6.979
5214	5.499
5215	4.023
5216	2.676
5217	2.628
5218	2.400
5219	2.412
5220	2.464
5221	3.392
5222	2.519
5223	3.160
5224	2.302
5225	2.259
5226	3.266
5227	2.957
5228	3.341
5229	4.798
5230	3.896
5231	3.177
5232	2.557
5233	2.383
5234	2.971
5235	1.917
5236	2.592
5237	1.663
5238	1.597
5239	1.480
5240	1.161
5241	1.123
5242	1.075
5243	1.161
5244	1.360
5245	1.120
5246	1.155
5247	1.174
5248	1.126
5249	1.173
5250	1.120
5251	1.097
5252	1.442
5253	1.187
5254	1.304
5255	1.229
5256	1.176
5257	1.150
5258	1.107
5259	1.736
5260	1.199
5261	1.380
5262	1.698
5263	1.028
5264	1.090
5265	1.301
5266	1.172
5267	1.095
5268	1.065
5269	1.456
5270	1.295
5271	1.110
5272	1.162
5273	1.101
5274	1.163
5275	1.780
5276	2.322
5277	2.809
5278	2.465
5279	3.641
5280	3.433
5281	3.628
5282	4.830
5283	3.185
5284	2.347
5285	3.087
5286	4.076
5287	4.235
5288	3.456
5289	3.962
5290	4.356
5291	4.916
5292	6.311
5293	4.818
5294	5.494
5295	6.361
5296	5.567
5297	5.719
5298	5.522
5299	5.617
5300	6.137
5301	6.772
5302	5.648
5303	5.171
5304	5.200
5305	6.296
5306	5.864
5307	5.899
5308	6.183
