1	0.003757	0.000006
2	0.005222	0.000012
3	0.007185	0.000023
4	0.009740	0.000044
5	0.012881	0.000081
6	0.016430	0.000147
7	0.020063	0.000254
8	0.023412	0.000419
9	0.025115	0.000636
10	0.026271	0.000941
11	0.027166	0.001377
12	0.029473	0.002121
13	0.030255	0.003104
14	0.033022	0.004817
15	0.038491	0.008026
16	0.030751	0.009272
